dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,8.222590,8.646747,8.971299,3.197601,-3.971044,0.000000,6.058776
0.020000,8.284234,8.633006,9.034457,3.118180,-3.971044,0.000000,6.068970
0.020000,8.344461,8.620220,9.096026,3.038759,-3.971044,-0.000000,6.079024
0.020000,8.403256,8.608349,9.156007,2.959338,-3.971044,0.000000,6.088926
0.020000,8.460604,8.597356,9.214400,2.879917,-3.971044,0.000000,6.098661
0.020000,8.516492,8.587200,9.271204,2.800496,-3.971044,0.000000,6.108217
0.020000,8.570909,8.577843,9.326420,2.721076,-3.971044,-0.000000,6.117584
0.020000,8.623843,8.569245,9.380047,2.641655,-3.971044,0.000000,6.126751
0.020000,8.675282,8.561367,9.432086,2.562234,-3.971044,0.000000,6.135707
0.020000,8.725216,8.554172,9.482536,2.482813,-3.971044,0.000000,6.144445
0.020000,8.773637,8.547620,9.531398,2.403392,-3.971044,-0.000000,6.152955
0.020000,8.820535,8.541675,9.578672,2.323971,-3.971044,0.000000,6.161230
0.020000,8.865903,8.536299,9.624357,2.244550,-3.971044,0.000000,6.169263
0.020000,8.909733,8.531457,9.668454,2.165129,-3.971044,-0.000000,6.177048
0.020000,8.952019,8.527113,9.710962,2.085708,-3.971044,0.000000,6.184579
0.020000,8.992754,8.523232,9.751882,2.006288,-3.971044,-0.000000,6.191851
0.020000,9.031934,8.519782,9.791214,1.926867,-3.971044,0.000000,6.198861
0.020000,9.069553,8.516730,9.828957,1.847446,-3.971044,0.000000,6.205603
0.020000,9.105608,8.514045,9.865112,1.768025,-3.971044,0.000000,6.212074
0.020000,9.140094,8.511695,9.899678,1.688604,-3.971044,0.000000,6.218273
0.020000,9.173009,8.509654,9.932656,1.609183,-3.971044,-0.000000,6.224195
0.020000,9.204349,8.507892,9.964045,1.529762,-3.971044,0.000000,6.229838
0.020000,9.234112,8.506382,9.993846,1.450341,-3.971044,0.000000,6.235202
0.020000,9.262295,8.505101,10.022059,1.370920,-3.971044,-0.000000,6.240284
0.020000,9.288897,8.504023,10.048683,1.291500,-3.971044,0.000000,6.245083
0.020000,9.313917,8.503125,10.073719,1.212079,-3.971044,0.000000,6.249598
0.020000,9.337353,8.502388,10.097166,1.132658,-3.971044,0.000000,6.253827
0.020000,9.359204,8.501789,10.119025,1.053237,-3.971044,0.000000,6.257772
0.020000,9.379468,8.501311,10.139296,0.973816,-3.971044,0.000000,6.261430
0.020000,9.398147,8.500936,10.157978,0.894395,-3.971044,0.000000,6.264803
0.020000,9.415238,8.500648,10.175072,0.814974,-3.971044,0.000000,6.267888
0.020000,9.430742,8.500433,10.190577,0.735553,-3.971044,0.000000,6.270687
0.020000,9.444658,8.500276,10.204494,0.656132,-3.971044,0.000000,6.273199
0.020000,9.456986,8.500167,10.216822,0.576712,-3.971044,0.000000,6.275424
0.020000,9.467726,8.500094,10.227562,0.497291,-3.971044,0.000000,6.277362
0.020000,9.476877,8.500048,10.236714,0.417870,-3.971044,-0.000000,6.279013
0.020000,9.484440,8.500022,10.244277,0.338449,-3.971044,0.000000,6.280378
0.020000,9.490415,8.500008,10.250252,0.259028,-3.971044,-0.000000,6.281456
0.020000,9.494801,8.500002,10.254638,0.179607,-3.971044,0.000000,6.282247
0.020000,9.497647,8.500000,10.257483,0.104923,-3.734231,11.840677,6.282761
0.020000,9.499197,8.500000,10.259034,0.050093,-2.741470,49.638055,6.283040
0.020000,9.499849,8.500000,10.259686,0.015119,-1.748709,49.638055,6.283158
0.020000,9.500000,8.500000,10.259837,0.000000,-0.755948,49.638055,6.283185
0.020000,9.500000,8.500000,10.259837,0.000000,0.000000,37.797377,6.283185
