dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.638564,10.030282,8.348564,3.762815,-4.424401,2.956070,5.910753
0.020000,7.707172,10.003885,8.422075,3.675513,-4.365097,2.965224,5.921088
0.020000,7.774436,9.978804,8.493863,3.589398,-4.305760,2.966855,5.931539
0.020000,7.840362,9.955008,8.563952,3.504467,-4.246555,2.960249,5.942086
0.020000,7.904955,9.932463,8.632366,3.420713,-4.187658,2.944847,5.952709
0.020000,7.968219,9.911134,8.699129,3.338128,-4.129253,2.920247,5.963386
0.020000,8.030159,9.890988,8.764263,3.256698,-4.071528,2.886222,5.974099
0.020000,8.090779,9.871987,8.827791,3.176404,-4.014674,2.842701,5.984826
0.020000,8.150083,9.854094,8.889735,3.097227,-3.958878,2.789799,5.995550
0.020000,8.208075,9.837274,8.950118,3.019140,-3.904323,2.727772,6.006250
0.020000,8.264760,9.821486,9.008960,2.942117,-3.851182,2.657035,6.016908
0.020000,8.320142,9.806695,9.066283,2.866124,-3.799619,2.578144,6.027507
0.020000,8.374223,9.792861,9.122105,2.791129,-3.749784,2.491765,6.038029
0.020000,8.427008,9.779946,9.176447,2.717092,-3.701811,2.398664,6.048458
0.020000,8.478500,9.767912,9.229327,2.643976,-3.655817,2.299707,6.058776
0.020000,8.528702,9.756721,9.280762,2.571738,-3.611901,2.195802,6.068970
0.020000,8.577619,9.746336,9.330768,2.500335,-3.570143,2.087890,6.079024
0.020000,8.625252,9.736719,9.379363,2.429723,-3.530603,1.976967,6.088926
0.020000,8.671605,9.727833,9.426560,2.359857,-3.493324,1.863972,6.098661
0.020000,8.716681,9.719642,9.472374,2.290690,-3.458326,1.749891,6.108217
0.020000,8.760481,9.712110,9.516817,2.222178,-3.425614,1.635613,6.117584
0.020000,8.803010,9.705202,9.559903,2.154274,-3.395174,1.522013,6.126751
0.020000,8.844267,9.698884,9.601641,2.086935,-3.366976,1.409901,6.135707
0.020000,8.884256,9.693121,9.642044,2.020115,-3.340975,1.300025,6.144445
0.020000,8.922979,9.687882,9.681119,1.953773,-3.317115,1.193007,6.152955
0.020000,8.960437,9.683133,9.718877,1.887866,-3.295325,1.089488,6.161230
0.020000,8.996631,9.678845,9.755324,1.822356,-3.275527,0.989914,6.169263
0.020000,9.031562,9.674986,9.790468,1.757203,-3.257633,0.894722,6.177048
0.020000,9.065232,9.671526,9.824315,1.692372,-3.241547,0.804270,6.184579
0.020000,9.097642,9.668439,9.856872,1.627829,-3.227171,0.718784,6.191851
0.020000,9.128792,9.665696,9.888143,1.563541,-3.214402,0.638461,6.198861
0.020000,9.158684,9.663271,9.918132,1.499478,-3.203134,0.563426,6.205603
0.020000,9.187317,9.661138,9.946844,1.435613,-3.193259,0.493736,6.212074
0.020000,9.214692,9.659273,9.974283,1.371920,-3.184672,0.429373,6.218273
0.020000,9.240809,9.657653,10.000450,1.308374,-3.177265,0.370307,6.224195
0.020000,9.265669,9.656256,10.025349,1.244956,-3.170937,0.316431,6.229838
0.020000,9.289271,9.655059,10.048982,1.181644,-3.165585,0.267599,6.235202
0.020000,9.311617,9.654043,10.071351,1.118422,-3.161111,0.223680,6.240284
0.020000,9.332705,9.653188,10.092456,1.055273,-3.157422,0.184466,6.245083
